Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
1918,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1919,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1920,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1921,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1922,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1923,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1924,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1925,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1926,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1927,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1928,Peru,,,0422,Economy / Currency Exchange / Decrease,PEN
1929,Costa Rica,,,0421,Economy / Currency Exchange / Increase,CRC
1930,Costa Rica,,,0421,Economy / Currency Exchange / Increase,CRC
1931,Costa Rica,,,0421,Economy / Currency Exchange / Increase,CRC
1932,Costa Rica,,,0422,Economy / Currency Exchange / Decrease,CRC
1933,Colombia,,,0421,Economy / Currency Exchange / Increase,COP
1934,Colombia,,,0421,Economy / Currency Exchange / Increase,COP
1935,Colombia,,,0421,Economy / Currency Exchange / Increase,COP
1936,Colombia,,,0422,Economy / Currency Exchange / Decrease,COP
1937,Mexico,Puebla,Heroica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
1938,Mexico,Zacatecas,Zacatecas,0161,Civil Unrest / Other / Non-Violent,General Population
1939,Mexico,Mexico,Villa Nicolás Romero,0162,Civil Unrest / Other / Violent,General Population
1940,Mexico,Monterrey,Nuevo Leon,0161,Civil Unrest / Other / Non-Violent,General Population
1941,Mexico,Chilpancingo de los Bravos,Guerrero,0161,Civil Unrest / Other / Non-Violent,General Population
1942,Chile,BioBio,Colonel,0161,Civil Unrest / Other / Non-Violent,General Population
1943,Peru,Lima Province,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1944,Brazil,,,0411,Economy / Stock Index / Increase,IBOV
1945,Chile,,,0412,Economy / Stock Index / Decrease,CHILE65
1946,Peru,,,0421,Economy / Currency Exchange / Increase,PEN
1947,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General population
1949,Mexico,NA,NA,0211,Vote / Election / President/Prime Minister,Enrique Peña Nieto
1950,Venezuela,NA,Simon Bolivar,0121,Civil Unrest / Housing / Non-Violent,General Population
1951,Paraguay,Itapúa,Encarnación,0151,Civil Unrest / Other Government / Non-Violent,General population
1952,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
1953,Mexico,Queretaro,Santiago de Querétaro ,0151,Civil Unrest / Other Government / Non-Violent,General Population
1955,Chile,BioBio,Coronel,0112,Civil Unrest / Employment & Wages / Violent,Labor
1956,Panamá,Panama,Panama,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1957,Mexico,Nuevo León,Anáhuac,0161,Civil Unrest / Other / Non-Violent,General Population
1958,Mexico,NA,Mexico City,0151,Civil Unrest / Other Government / Non-Violent,General Population
1959,Mexico,Hidalgo,Pachuca de Soto ,0151,Civil Unrest / Other Government / Non-Violent,General Population
1960,Mexico,Jalisco,NA,0212,Vote / Election / Governor,Aristotle Sandoval Diaz
1961,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
1962,Venezuela,Miranda,La Urbina,0161,Civil Unrest / Other / Non-Violent,Labor
1963,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1964,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1965,Nicaragua,Managua,Managua,0161,Civil Unrest / Other / Non-Violent,General Population
1966,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
1967,Mexico,Chiapas,Acapetahua,0151,Civil Unrest / Other Government / Non-Violent,General Population
1968,Bolivia,La Paz,La Paz,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1969,Ecuador,Manabí,Montecristi,0161,Civil Unrest / Other / Non-Violent,General population
1970,Ecuador,Manabí,Jipijapa,0161,Civil Unrest / Other / Non-Violent,General population
1971,Mexico,Jalisco,Guadalajara,0161,Civil Unrest / Other / Non-Violent,General Population
1972,Argentina,Santa Cruz,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1973,Venezuela,Merida,Timotes,0162,Civil Unrest / Other / Violent,General Population
1974,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1975,Chile,Metropolitana,Santiago,0112,Civil Unrest / Employment & Wages / Violent,Labor
1976,Honduras,San Pedro Sula,San Pedro Sula,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1977,Bolivia,Oruro,Oruro,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1978,Chile,Metropolitana,Santiago,0111,Civil Unrest / Employment & Wages / Non-Violent,Business
1979,Nicaragua,Managua,Managua,0151,Civil Unrest / Other Government / Non-Violent,General Population
1980,Nicaragua,Managua,Managua,0161,Civil Unrest / Other / Non-Violent,General Population
1981,Nicaragua,Managua,Managua,0151,Civil Unrest / Other Government / Non-Violent,General Population
1982,Bolivia,Oruro,Oruro,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1983,Panamá,Panama,Panama,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1984,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
1985,Mexico,Hidalgo,Pachuca de Soto ,0161,Civil Unrest / Other / Non-Violent,General Population
1986,Mexico,Tamaulipas,Tampico,0161,Civil Unrest / Other / Non-Violent,General Population
1987,Bolivia,La Paz,La Paz,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
1988,Venezuela,Amazonas,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1989,Venezuela,Zulia,Maracaibo,0112,Civil Unrest / Employment & Wages / Violent,Education
1990,Argentina,NA,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1991,Chile,BioBio,Coronel,0112,Civil Unrest / Employment & Wages / Violent,Labor
1992,Panamá,Panama,Panama,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1993,Mexico,Durango,Gomez Palacio,0161,Civil Unrest / Other / Non-Violent,Labor
1994,Mexico,Puebla,San Miguel Canoa,0161,Civil Unrest / Other / Non-Violent,General Population
1995,Venezuela,Aragua,Ocumare,0161,Civil Unrest / Other / Non-Violent,General Population
1996,Chile,Valparaíso,Valparaíso,0152,Civil Unrest / Other Government / Violent,Labor
1997,Colombia,Cauca,NA,0161,Civil Unrest / Other / Non-Violent,Ethnic
1998,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,General Population
1999,Mexico,NA,Mexico City,0151,Civil Unrest / Other Government / Non-Violent,General Population
2000,Mexico,NA,Mexico City,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2001,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,General Population
2002,Argentina,Buenos Aires,Paso del Rey ,0161,Civil Unrest / Other / Non-Violent,General Population
2003,Argentina,NA,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2004,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2005,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2006,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
2007,Chile,Maule,Constitución,0152,Civil Unrest / Other Government / Violent,Labor
2008,Chile,Metropolitana,Santiago,0121,Civil Unrest / Housing / Non-Violent,General Population
2009,Chile,Metropolitana,Santiago,0142,Civil Unrest / Other Economic / Violent,Education
2010,Chile,Metropolitana,Santiago,0142,Civil Unrest / Other Economic / Violent,Labor
2011,Peru,Cajamarca,Bambamarca,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
2012,Nicaragua,Managua,Managua,0161,Civil Unrest / Other / Non-Violent,General Population
2013,Mexico,NA,Mexico City,0151,Civil Unrest / Other Government / Non-Violent,General Population
2015,Venezuela,"Delta Amacuro",Tucupita,0151,Civil Unrest / Other Government / Non-Violent,General Population
2016,Peru,Huánuco,Huánuco,0131,Civil Unrest / Energy & Resources / Non-Violent,Education
2017,Colombia,Cauca,NA,0162,Civil Unrest / Other / Violent,Ethnic
2018,Venezuela,Anzoategui,La PeN/A,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
2019,Ecuador,Santo Domingo de los Tsáchilas,Santo Domingo,0151,Civil Unrest / Other Government / Non-Violent,General population
2020,Nicaragua,Managua,Managua,0152,Civil Unrest / Other Government / Violent,General Population
2021,Mexico,Michoacan,Morelia,0161,Civil Unrest / Other / Non-Violent,Ethnic
2022,Mexico,Guerrero,Chilpancingo de los Bravo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2023,Nicaragua,Managua,Managua,0151,Civil Unrest / Other Government / Non-Violent,General Population
2024,Venezuela,Miranda,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2025,Chile,Atacama ,Freirina,0161,Civil Unrest / Other / Non-Violent,General Population
2026,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
2027,Mexico,Hidalgo,Pachuca de Soto ,0161,Civil Unrest / Other / Non-Violent,General Population
2028,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,General Population
2029,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
2030,Mexico,Queretaro,Santiago de Querétaro,0161,Civil Unrest / Other / Non-Violent,General Population
2031,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
2032,Mexico,Morelos,Cuernavaca,0161,Civil Unrest / Other / Non-Violent,General Population
2033,Mexico,Jalisco,Guadalajara,0161,Civil Unrest / Other / Non-Violent,General Population
2034,Mexico,Coahuila,Matamoros,0161,Civil Unrest / Other / Non-Violent,General Population
2035,Mexico,Tamaulipas,Heroica Matamoros,0161,Civil Unrest / Other / Non-Violent,General Population
2036,Mexico,Aguascalientes,Aguascalientes,0161,Civil Unrest / Other / Non-Violent,General Population
2037,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2038,Bolivia,Potosi,Suk'awaña,0141,Civil Unrest / Other Economic / Non-Violent,Labor
2039,Bolivia,Cochabamba,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
2040,Colombia,Cauca,NA,0162,Civil Unrest / Other / Violent,Ethnic
2041,Nicaragua,Managua,Managua,0152,Civil Unrest / Other Government / Violent,General Population
2042,Panamá,Panama,Chilibre,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2043,Mexico,NA,Mexico City,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2044,Bolivia,Santa Cruz,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
2045,Panamá,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2046,Mexico,Puebla,Huauchinango,0161,Civil Unrest / Other / Non-Violent,General Population
2047,Guyana,Upper Demerara-Berbice,Linden,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2048,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2050,Nicaragua,Managua,Managua,0161,Civil Unrest / Other / Non-Violent,General Population
2051,Guyana,Upper Demerara-Berbice,Linden,0132,Civil Unrest / Energy & Resources / Violent,General Population
2052,Brazil,Federal District,Brasilia,0161,Civil Unrest / Other / Non-Violent,Labor
2053,Ecuador,Loja,Loja,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
2054,Colombia,Calenturitas,Cesar,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
2055,Colombia,Putumayo,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2056,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,General Population
2057,Nicaragua,Managua,Managua,0152,Civil Unrest / Other Government / Violent,General Population
2058,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,Business
2059,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
2060,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2061,Bolivia,Cochabamba,Totora ,0161,Civil Unrest / Other / Non-Violent,Education
2062,Venezuela,Aragua,Maracay,0121,Civil Unrest / Housing / Non-Violent,General Population
2063,Guyana,Upper Demerara-Berbice,Linden,0132,Civil Unrest / Energy & Resources / Violent,General Population
2064,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2065,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,General Population
2066,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
2067,Venezuela,Carabobo,NA,0121,Civil Unrest / Housing / Non-Violent,General Population
2068,Venezuela,Distrito Capital,Caracas,0161,Civil Unrest / Other / Non-Violent,General Population
2069,Venezuela,Merida,NA,0122,Civil Unrest / Housing / Violent,General Population
2070,Nicaragua,Esteli,Esteli,0141,Civil Unrest / Other Economic / Non-Violent,Education
2071,Mexico,Hidalgo,Pachuca de Soto ,0161,Civil Unrest / Other / Non-Violent,General Population
2072,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,General Population
2073,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2074,Chile,Maule,Linares,0151,Civil Unrest / Other Government / Non-Violent,General Population
2075,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,General population
2076,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2077,Colombia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
2078,Honduras,TEGUCIGALPA,TEGUCIGALPA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2079,Mexico,Hidalgo,Tula de Allende ,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2080,Mexico,NA,Mexico City,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2081,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
2082,Mexico,Guanajuato,León de los Aldama,0162,Civil Unrest / Other / Violent,General Population
2083,Mexico,Sonora,Hermosillo,0162,Civil Unrest / Other / Violent,General Population
2084,Mexico,Tabasco,Villahermosa ,0161,Civil Unrest / Other / Non-Violent,General Population
2085,Mexico,Yucatan,Mérida,0161,Civil Unrest / Other / Non-Violent,General Population
2086,Mexico,Tamaulipas,Heroica Matamoros,0161,Civil Unrest / Other / Non-Violent,General Population
2087,Mexico,Jalisco,Guadalajara,0161,Civil Unrest / Other / Non-Violent,General Population
2088,Mexico,Guerrero,Chilpancingo de los Bravo,0161,Civil Unrest / Other / Non-Violent,General Population
2089,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
2090,Mexico,Tamaulipas,Tampico,0161,Civil Unrest / Other / Non-Violent,General Population
2091,Mexico,Veracruz,Veracruz,0161,Civil Unrest / Other / Non-Violent,General Population
2092,Mexico,Veracruz,Xalapa-Enríquez,0161,Civil Unrest / Other / Non-Violent,General Population
2093,Mexico,NA,Tlaxcala,0161,Civil Unrest / Other / Non-Violent,General Population
2094,Mexico,Nayarit,Tepic,0161,Civil Unrest / Other / Non-Violent,General Population
2095,Mexico,Morelos,Cuernavaca,0161,Civil Unrest / Other / Non-Violent,General Population
2096,Mexico,Chiapas,Tapachula de Córdova y Ordóñez,0161,Civil Unrest / Other / Non-Violent,General Population
2097,Mexico,Chiapas,Tuxtla Gutierrez,0161,Civil Unrest / Other / Non-Violent,General Population
2098,Mexico,Mexico,Toluca de Lerdo,0161,Civil Unrest / Other / Non-Violent,General Population
2099,Mexico,Baja California,Mexicali,0161,Civil Unrest / Other / Non-Violent,General Population
2100,Mexico,Campeche,San Francisco de Campeche,0161,Civil Unrest / Other / Non-Violent,General Population
2101,Mexico,Chihuahua,Juarez,0161,Civil Unrest / Other / Non-Violent,General Population
2102,Chile,Maule,Linares,0161,Civil Unrest / Other / Non-Violent,General Population
2103,Venezuela,Distrito Capital,Caracas,0162,Civil Unrest / Other / Violent,General Population
2104,Argentina,Mendoza,Luján de Cuyo ,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2105,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General Population
2106,Peru,Tacna,Tacna,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2107,Peru,Lima Province,Lima,0161,Civil Unrest / Other / Non-Violent,Education
2108,Peru,Piura,Piura,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2109,Argentina,Buenos Aires,Quilmes,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2110,Honduras,TEGUCIGALPA,TEGUCIGALPA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2111,Honduras,San Pedro Sula,San Pedro Sula,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2112,Mexico,NA,Mexico City,0151,Civil Unrest / Other Government / Non-Violent,General Population
2113,Guyana,East Berbice-Corentyne,Port Mourant,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2114,Uruguay,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2115,Uruguay,Montevideo,Montevideo,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2117,Brazil,Goiânia,Goiânia,0161,Civil Unrest / Other / Non-Violent,General population
2118,Brazil,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2119,Brazil,Federal District,Brasilia,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
